POSTAL,chinese_buyer,chinese_seller,malay_buyer,malay_seller,indian_buyer,indian_seller
760231,,,,,,
821231,,,,,,
822231,,,,,,
560232,,,,,,
180232,,,,,,
570232,,,,,,
540232,,,,,,
530232,,,,,,
600232,,,,,,
310232,,,,,,
670232,,,,,,
550232,,,,,,
520232,,,,,,
521232,,,,,,
760232,,,,,,
821232,,,,,,
822232,,,,,,
823232,,,,,,
560233,,,,,,
180233,,,,,,
570233,,,,,,
650233,,,,,,
680233,,,,,,
540233,,,,,,
530233,,,,,,
600233,,,,,,
310233,,,,,,
510233,,,,,,
520233,,,,,,
521233,,,,,,
760233,,,,,,
821233,,,,,,
823233,,,,,,
560234,,,,,,
570234,,,,,,
650234,,,,,,
670234,,,,,,
680234,,,,,,
530234,,,,,,
600234,,,,,,
310234,,,,,,
510234,,,,,,
550234,,,,,,
520234,,,,,,
760234,,,,,,
821234,,,,,,
551234,,,,,,
822234,,,,,,
560235,,,,,,
570235,,,,,,
670235,,,,,,
680235,,,,,,
540235,,,,,,
530235,,,,,,
600235,,,,,,
310235,,,,,,
510235,,,,,,
550235,,,,,,
520235,,,,,,
521235,,,,,,
760235,,,,,,
570236,,,,,,
670236,,,,,,
530236,,,,,,
600236,,,,,,
310236,,,,,,
510236,,,,,,
550236,,,,,,
760236,,,,,,
551236,,,,,,
570237,,,,,,
650237,,,,,,
670237,,,,,,
680237,,,,,,
540237,,,,,,
530237,,,,,,
510237,,,,,,
520237,,,,,,
760237,,,,,,
570238,,,,,,
650238,,,,,,
680238,,,,,,
540238,,,,,,
530238,,,,,,
600238,,,,,,
520238,,,,,,
760238,,,,,,
570239,,,,,,
650239,,,,,,
680239,,,,,,
540239,,,,,,
530239,,,,,,
550239,,,,,,
760239,,,,,,
370024,,,,,,
330024,,,,,,
160024,,,,,,
400024,,,,,,
530024,,,,,,
730024,,,,,,
461024,,,,,,
570024,,,,,,
140024,,,,,,
600024,,,,,,
090024,,,,,,
670240,,,,,,
540240,,,,,,
530240,,,,,,
600240,,,,,,
510240,,,,,,
550240,,,,,,
520240,,,,,,
760240,,,,,,
570241,,,,,,
650241,,,,,,
540241,,,,,,
600241,,,,,,
310241,,,,,,
550241,,,,,,
570242,,,,,,
530242,,,,,,
600242,,,,,,
310242,,,,,,
510242,,,,,,
550242,,,,,,
760242,,,,,,
650243,,,,,,
670243,,,,,,
600243,,,,,,
310243,,,,,,
510243,,,,,,
550243,,,,,,
521243,,,,,,
760243,,,,,,
570244,,,,,,
650244,,,,,,
670244,,,,,,
540244,,,,,,
530244,,,,,,
600244,,,,,,
310244,,,,,,
510244,,,,,,
550244,,,,,,
520244,,,,,,
521244,,,,,,
760244,,,,,,
570245,,,,,,
650245,,,,,,
540245,,,,,,
530245,,,,,,
520245,,,,,,
521245,,,,,,
760245,,,,,,
670246,,,,,,
570246,,,,,,
600246,,,,,,
310246,,,,,,
510246,,,,,,
550246,,,,,,
520246,,,,,,
760246,,,,,,
570247,,,,,,
530247,,,,,,
600247,,,,,,
310247,,,,,,
520247,,,,,,
521247,,,,,,
760247,,,,,,
650248,,,,,,
680248,,,,,,
540248,,,,,,
530248,,,,,,
600248,,,,,,
310248,,,,,,
510248,,,,,,
521248,,,,,,
760248,,,,,,
670249,,,,,,
570249,,,,,,
680249,,,,,,
540249,,,,,,
310249,,,,,,
510249,,,,,,
520249,,,,,,
460025,,,,,,
400025,,,,,,
161025,,,,,,
730025,,,,,,
570025,,,,,,
140025,,,,,,
600025,,,,,,
680025,,,,,,
090025,,,,,,
310025,,,,,,
162025,,,,,,
321025,,,,,,
670250,,,,,,
570250,,,,,,
650250,,,,,,
680250,,,,,,
310250,,,,,,
520250,,,,,,
760250,,,,,,
541250,,,,,,
543250,,,,,,
544250,,,,,,
670251,,,,,,
680251,,,,,,
540251,,,,,,
530251,,,,,,
600251,,,,,,
310251,,,,,,
510251,,,,,,
520251,,,,,,
760251,,,,,,
670252,,,,,,
570252,,,,,,
650252,,,,,,
680252,,,,,,
530252,,,,,,
600252,,,,,,
310252,,,,,,
510252,,,,,,
520252,,,,,,
560253,,,,,,
670253,,,,,,
570253,,,,,,
650253,,,,,,
540253,,,,,,
530253,,,,,,
600253,,,,,,
310253,,,,,,
510253,,,,,,
550253,,,,,,
520253,,,,,,
521253,,,,,,
760253,,,,,,
561253,,,,,,
560254,,,,,,
670254,,,,,,
570254,,,,,,
650254,,,,,,
680254,,,,,,
540254,,,,,,
530254,,,,,,
310254,,,,,,
550254,,,,,,
521254,,,,,,
760254,,,,,,
560255,,,,,,
670255,,,,,,
650255,,,,,,
540255,,,,,,
310255,,,,,,
510255,,,,,,
550255,,,,,,
520255,,,,,,
521255,,,,,,
760255,,,,,,
570256,,,,,,
650256,,,,,,
540256,,,,,,
310256,,,,,,
550256,,,,,,
522256,,,,,,
760256,,,,,,
822256,,,,,,
823256,,,,,,
824256,,,,,,
670257,,,,,,
570257,,,,,,
640257,,,,,,
650257,,,,,,
600257,,,,,,
310257,,,,,,
510257,,,,,,
520257,,,,,,
760257,,,,,,
542257,,,,,,
543257,,,,,,
570258,,,,,,
640258,,,,,,
600258,,,,,,
310258,,,,,,
520258,,,,,,
760258,,,,,,
541258,,,,,,
821258,,,,,,
542258,,,,,,
822258,,,,,,
823258,,,,,,
544258,,,,,,
560259,,,,,,
570259,,,,,,
640259,,,,,,
671259,,,,,,
600259,,,,,,
310259,,,,,,
520259,,,,,,
760259,,,,,,
541259,,,,,,
821259,,,,,,
542259,,,,,,
822259,,,,,,
543259,,,,,,
823259,,,,,,
330026,,,,,,
460026,,,,,,
130026,,,,,,
270026,,,,,,
200026,,,,,,
160026,,,,,,
730026,,,,,,
141026,,,,,,
680026,,,,,,
090026,,,,,,
164026,,,,,,
310026,,,,,,
162026,,,,,,
321026,,,,,,
322026,,,,,,
166026,,,,,,
167026,,,,,,
570260,,,,,,
640260,,,,,,
650260,,,,,,
600260,,,,,,
520260,,,,,,
561260,,,,,,
821260,,,,,,
541260,,,,,,
562260,,,,,,
822260,,,,,,
542260,,,,,,
823260,,,,,,
543260,,,,,,
544260,,,,,,
570261,,,,,,
650261,,,,,,
600261,,,,,,
550261,,,,,,
520261,,,,,,
310261,,,,,,
760261,,,,,,
541261,,,,,,
542261,,,,,,
823261,,,,,,
543261,,,,,,
544261,,,,,,
570262,,,,,,
640262,,,,,,
650262,,,,,,
541262,,,,,,
543262,,,,,,
544262,,,,,,
570263,,,,,,
640263,,,,,,
650263,,,,,,
600263,,,,,,
550263,,,,,,
520263,,,,,,
310263,,,,,,
760263,,,,,,
570264,,,,,,
640264,,,,,,
600264,,,,,,
520264,,,,,,
180264,,,,,,
760264,,,,,,
541264,,,,,,
821264,,,,,,
543264,,,,,,
544264,,,,,,
548264,,,,,,
540264,,,,,,
570265,,,,,,
640265,,,,,,
650265,,,,,,
520265,,,,,,
600265,,,,,,
760265,,,,,,
541265,,,,,,
821265,,,,,,
542265,,,,,,
822265,,,,,,
823265,,,,,,
544265,,,,,,
824265,,,,,,
570266,,,,,,
640266,,,,,,
650266,,,,,,
520266,,,,,,
600266,,,,,,
760266,,,,,,
541266,,,,,,
821266,,,,,,
542266,,,,,,
822266,,,,,,
543266,,,,,,
823266,,,,,,
570267,,,,,,
640267,,,,,,
650267,,,,,,
510267,,,,,,
520267,,,,,,
600267,,,,,,
760267,,,,,,
821267,,,,,,
542267,,,,,,
822267,,,,,,
823267,,,,,,
570268,,,,,,
650268,,,,,,
510268,,,,,,
520268,,,,,,
600268,,,,,,
760268,,,,,,
641268,,,,,,
541268,,,,,,
821268,,,,,,
822268,,,,,,
643268,,,,,,
543268,,,,,,
544268,,,,,,
824268,,,,,,
570269,,,,,,
650269,,,,,,
510269,,,,,,
520269,,,,,,
600269,,,,,,
760269,,,,,,
541269,,,,,,
181269,,,,,,
542269,,,,,,
822269,,,,,,
182269,,,,,,
543269,,,,,,
823269,,,,,,
183269,,,,,,
544269,,,,,,
370027,,,,,,
130027,,,,,,
270027,,,,,,
320027,,,,,,
160027,,,,,,
440027,,,,,,
730027,,,,,,
462027,,,,,,
142027,,,,,,
090027,,,,,,
310027,,,,,,
163027,,,,,,
164027,,,,,,
670270,,,,,,
570270,,,,,,
600270,,,,,,
821270,,,,,,
541270,,,,,,
822270,,,,,,
823270,,,,,,
670271,,,,,,
570271,,,,,,
650271,,,,,,
680271,,,,,,
510271,,,,,,
180271,,,,,,
520271,,,,,,
760271,,,,,,
641271,,,,,,
541271,,,,,,
642271,,,,,,
822271,,,,,,
542271,,,,,,
643271,,,,,,
543271,,,,,,
644271,,,,,,
650272,,,,,,
680272,,,,,,
760272,,,,,,
641272,,,,,,
821272,,,,,,
541272,,,,,,
642272,,,,,,
822272,,,,,,
542272,,,,,,
643272,,,,,,
823272,,,,,,
543272,,,,,,
644272,,,,,,
824272,,,,,,
544272,,,,,,
510273,,,,,,
520273,,,,,,
600273,,,,,,
760273,,,,,,
571273,,,,,,
641273,,,,,,
821273,,,,,,
572273,,,,,,
542273,,,,,,
642273,,,,,,
822273,,,,,,
543273,,,,,,
823273,,,,,,
544273,,,,,,
644273,,,,,,
824273,,,,,,
670274,,,,,,
650274,,,,,,
510274,,,,,,
520274,,,,,,
600274,,,,,,
760274,,,,,,
541274,,,,,,
821274,,,,,,
542274,,,,,,
642274,,,,,,
822274,,,,,,
543274,,,,,,
643274,,,,,,
823274,,,,,,
644274,,,,,,
824274,,,,,,
670275,,,,,,
650275,,,,,,
680275,,,,,,
510275,,,,,,
520275,,,,,,
600275,,,,,,
760275,,,,,,
571275,,,,,,
541275,,,,,,
542275,,,,,,
642275,,,,,,
543275,,,,,,
643275,,,,,,
544275,,,,,,
644275,,,,,,
670276,,,,,,
680276,,,,,,
520276,,,,,,
600276,,,,,,
760276,,,,,,
641276,,,,,,
642276,,,,,,
670277,,,,,,
600277,,,,,,
760277,,,,,,
541277,,,,,,
542277,,,,,,
543277,,,,,,
544277,,,,,,
570278,,,,,,
650278,,,,,,
680278,,,,,,
520278,,,,,,
600278,,,,,,
760278,,,,,,
541278,,,,,,
542278,,,,,,
543278,,,,,,
680279,,,,,,
600279,,,,,,
760279,,,,,,
541279,,,,,,
542279,,,,,,
543279,,,,,,
370028,,,,,,
330028,,,,,,
391028,,,,,,
270028,,,,,,
160028,,,,,,
152028,,,,,,
320028,,,,,,
200028,,,,,,
730028,,,,,,
440028,,,,,,
460028,,,,,,
140028,,,,,,
090028,,,,,,
163028,,,,,,
131028,,,,,,
133028,,,,,,
134028,,,,,,
520280,,,,,,
600280,,,,,,
760280,,,,,,
541280,,,,,,
542280,,,,,,
570281,,,,,,
650281,,,,,,
680281,,,,,,
520281,,,,,,
600281,,,,,,
760281,,,,,,
541281,,,,,,
542281,,,,,,
680282,,,,,,
520282,,,,,,
760282,,,,,,
541282,,,,,,
542282,,,,,,
543282,,,,,,
650283,,,,,,
680283,,,,,,
520283,,,,,,
600283,,,,,,
760283,,,,,,
680284,,,,,,
520284,,,,,,
600284,,,,,,
760284,,,,,,
570285,,,,,,
650285,,,,,,
680285,,,,,,
520285,,,,,,
760285,,,,,,
601285,,,,,,
603285,,,,,,
604285,,,,,,
520286,,,,,,
760286,,,,,,
541286,,,,,,
601286,,,,,,
542286,,,,,,
602286,,,,,,
543286,,,,,,
603286,,,,,,
604286,,,,,,
570287,,,,,,
650287,,,,,,
680287,,,,,,
520287,,,,,,
760287,,,,,,
541287,,,,,,
542287,,,,,,
602287,,,,,,
603287,,,,,,
604287,,,,,,
570288,,,,,,
680288,,,,,,
520288,,,,,,
760288,,,,,,
650288,,,,,,
541288,,,,,,
601288,,,,,,
821288,,,,,,
651288,,,,,,
542288,,,,,,
602288,,,,,,
822288,,,,,,
652288,,,,,,
543288,,,,,,
603288,,,,,,
653288,,,,,,
604288,,,,,,
654288,,,,,,
605288,,,,,,
655288,,,,,,
656288,,,,,,
570289,,,,,,
680289,,,,,,
520289,,,,,,
760289,,,,,,
650289,,,,,,
541289,,,,,,
651289,,,,,,
542289,,,,,,
822289,,,,,,
652289,,,,,,
823289,,,,,,
653289,,,,,,
824289,,,,,,
654289,,,,,,
655289,,,,,,
656289,,,,,,
370029,,,,,,
460029,,,,,,
270029,,,,,,
200029,,,,,,
161029,,,,,,
730029,,,,,,
440029,,,,,,
464029,,,,,,
141029,,,,,,
461029,,,,,,
570290,,,,,,
680290,,,,,,
520290,,,,,,
652290,,,,,,
541290,,,,,,
542290,,,,,,
650290,,,,,,
543290,,,,,,
651290,,,,,,
654290,,,,,,
655290,,,,,,
656290,,,,,,
570291,,,,,,
680291,,,,,,
520291,,,,,,
760291,,,,,,
650291,,,,,,
651291,,,,,,
542291,,,,,,
652291,,,,,,
653291,,,,,,
654291,,,,,,
570292,,,,,,
680292,,,,,,
520292,,,,,,
651292,,,,,,
541292,,,,,,
652292,,,,,,
542292,,,,,,
570293,,,,,,
680293,,,,,,
820293,,,,,,
520293,,,,,,
760293,,,,,,
651293,,,,,,
541293,,,,,,
652293,,,,,,
542293,,,,,,
653293,,,,,,
543293,,,,,,
654293,,,,,,
820294,,,,,,
520294,,,,,,
541294,,,,,,
680295,,,,,,
820295,,,,,,
520295,,,,,,
541295,,,,,,
542295,,,,,,
543295,,,,,,
680296,,,,,,
820296,,,,,,
651296,,,,,,
541296,,,,,,
681296,,,,,,
652296,,,,,,
542296,,,,,,
682296,,,,,,
653296,,,,,,
543296,,,,,,
683296,,,,,,
684296,,,,,,
685296,,,,,,
650297,,,,,,
680297,,,,,,
820297,,,,,,
520297,,,,,,
760297,,,,,,
541297,,,,,,
681297,,,,,,
542297,,,,,,
682297,,,,,,
683297,,,,,,
684297,,,,,,
820298,,,,,,
520298,,,,,,
760298,,,,,,
541298,,,,,,
542298,,,,,,
543298,,,,,,
544298,,,,,,
650299,,,,,,
820299,,,,,,
760299,,,,,,
541299,,,,,,
521299,,,,,,
543299,,,,,,
190003,,,,,,
460003,,,,,,
160003,,,,,,
130003,,,,,,
080003,,,,,,
270003,,,,,,
430003,,,,,,
271003,,,,,,
431003,,,,,,
420003,,,,,,
310003,,,,,,
392003,,,,,,
266734,,,,,,
320003,,,,,,
680003,,,,,,
081003,,,,,,
590003,,,,,,
360003,,,,,,
402003,,,,,,
272003,,,,,,
381003,,,,,,
382003,,,,,,
383003,,,,,,
370030,,,,,,
330030,,,,,,
391030,,,,,,
272030,,,,,,
270030,,,,,,
160030,,,,,,
320030,,,,,,
200030,,,,,,
141030,,,,,,
440030,,,,,,
461030,,,,,,
140030,,,,,,
600030,,,,,,
090030,,,,,,
271030,,,,,,
750300,,,,,,
560301,,,,,,
650301,,,,,,
120301,,,,,,
600301,,,,,,
550301,,,,,,
520301,,,,,,
400301,,,,,,
730301,,,,,,
541301,,,,,,
821301,,,,,,
542301,,,,,,
822301,,,,,,
543301,,,,,,
823301,,,,,,
544301,,,,,,
824301,,,,,,
650302,,,,,,
120302,,,,,,
520302,,,,,,
400302,,,,,,
730302,,,,,,
760302,,,,,,
821302,,,,,,
731302,,,,,,
542302,,,,,,
822302,,,,,,
543302,,,,,,
544302,,,,,,
824302,,,,,,
560303,,,,,,
650303,,,,,,
750303,,,,,,
120303,,,,,,
530303,,,,,,
600303,,,,,,
550303,,,,,,
570303,,,,,,
520303,,,,,,
730303,,,,,,
760303,,,,,,
541303,,,,,,
821303,,,,,,
542303,,,,,,
822303,,,,,,
543303,,,,,,
823303,,,,,,
824303,,,,,,
560304,,,,,,
650304,,,,,,
750304,,,,,,
120304,,,,,,
530304,,,,,,
600304,,,,,,
550304,,,,,,
570304,,,,,,
400304,,,,,,
730304,,,,,,
760304,,,,,,
541304,,,,,,
542304,,,,,,
560305,,,,,,
650305,,,,,,
750305,,,,,,
680305,,,,,,
120305,,,,,,
530305,,,,,,
550305,,,,,,
570305,,,,,,
520305,,,,,,
400305,,,,,,
541305,,,,,,
821305,,,,,,
542305,,,,,,
822305,,,,,,
543305,,,,,,
544305,,,,,,
824305,,,,,,
560306,,,,,,
650306,,,,,,
750306,,,,,,
120306,,,,,,
530306,,,,,,
600306,,,,,,
550306,,,,,,
570306,,,,,,
520306,,,,,,
730306,,,,,,
541306,,,,,,
821306,,,,,,
542306,,,,,,
822306,,,,,,
543306,,,,,,
823306,,,,,,
650307,,,,,,
750307,,,,,,
680307,,,,,,
120307,,,,,,
530307,,,,,,
550307,,,,,,
570307,,,,,,
520307,,,,,,
730307,,,,,,
541307,,,,,,
561307,,,,,,
543307,,,,,,
544307,,,,,,
650308,,,,,,
750308,,,,,,
680308,,,,,,
120308,,,,,,
530308,,,,,,
600308,,,,,,
550308,,,,,,
520308,,,,,,
730308,,,,,,
561308,,,,,,
542308,,,,,,
820308,,,,,,
543308,,,,,,
650309,,,,,,
750309,,,,,,
120309,,,,,,
530309,,,,,,
550309,,,,,,
570309,,,,,,
520309,,,,,,
730309,,,,,,
541309,,,,,,
562309,,,,,,
543309,,,,,,
460031,,,,,,
400031,,,,,,
271031,,,,,,
270031,,,,,,
440031,,,,,,
140031,,,,,,
600031,,,,,,
090031,,,,,,
120310,,,,,,
530310,,,,,,
600310,,,,,,
550310,,,,,,
570310,,,,,,
520310,,,,,,
730310,,,,,,
760310,,,,,,
541310,,,,,,
561310,,,,,,
821310,,,,,,
562310,,,,,,
542310,,,,,,
822310,,,,,,
563310,,,,,,
560311,,,,,,
650311,,,,,,
600311,,,,,,
550311,,,,,,
520311,,,,,,
400311,,,,,,
760311,,,,,,
541311,,,,,,
121311,,,,,,
542311,,,,,,
122311,,,,,,
543311,,,,,,
123311,,,,,,
544311,,,,,,
560312,,,,,,
530312,,,,,,
600312,,,,,,
750312,,,,,,
520312,,,,,,
400312,,,,,,
730312,,,,,,
760312,,,,,,
541312,,,,,,
821312,,,,,,
542312,,,,,,
122312,,,,,,
822312,,,,,,
123312,,,,,,
823312,,,,,,
530313,,,,,,
600313,,,,,,
750313,,,,,,
550313,,,,,,
400313,,,,,,
730313,,,,,,
541313,,,,,,
821313,,,,,,
542313,,,,,,
822313,,,,,,
543313,,,,,,
823313,,,,,,
560314,,,,,,
650314,,,,,,
530314,,,,,,
600314,,,,,,
750314,,,,,,
550314,,,,,,
400314,,,,,,
760314,,,,,,
541314,,,,,,
821314,,,,,,
822314,,,,,,
543314,,,,,,
544314,,,,,,
120315,,,,,,
530315,,,,,,
600315,,,,,,
750315,,,,,,
550315,,,,,,
520315,,,,,,
400315,,,,,,
730315,,,,,,
541315,,,,,,
821315,,,,,,
761315,,,,,,
542315,,,,,,
563315,,,,,,
822315,,,,,,
543315,,,,,,
763315,,,,,,
650316,,,,,,
120316,,,,,,
530316,,,,,,
600316,,,,,,
750316,,,,,,
520316,,,,,,
400316,,,,,,
730316,,,,,,
562316,,,,,,
541316,,,,,,
821316,,,,,,
542316,,,,,,
822316,,,,,,
762316,,,,,,
543316,,,,,,
824316,,,,,,
560317,,,,,,
650317,,,,,,
120317,,,,,,
530317,,,,,,
600317,,,,,,
550317,,,,,,
750317,,,,,,
520317,,,,,,
400317,,,,,,
730317,,,,,,
541317,,,,,,
761317,,,,,,
542317,,,,,,
763317,,,,,,
544317,,,,,,
650318,,,,,,
120318,,,,,,
530318,,,,,,
600318,,,,,,
750318,,,,,,
550318,,,,,,
520318,,,,,,
400318,,,,,,
730318,,,,,,
541318,,,,,,
601318,,,,,,
761318,,,,,,
542318,,,,,,
543318,,,,,,
560319,,,,,,
650319,,,,,,
120319,,,,,,
530319,,,,,,
600319,,,,,,
750319,,,,,,
550319,,,,,,
520319,,,,,,
400319,,,,,,
541319,,,,,,
542319,,,,,,
543319,,,,,,
370032,,,,,,
390032,,,,,,
271032,,,,,,
270032,,,,,,
320032,,,,,,
160032,,,,,,
730032,,,,,,
050032,,,,,,
142032,,,,,,
600032,,,,,,
090032,,,,,,
650320,,,,,,
530320,,,,,,
750320,,,,,,
520320,,,,,,
400320,,,,,,
730320,,,,,,
541320,,,,,,
542320,,,,,,
543320,,,,,,
544320,,,,,,
560321,,,,,,
650321,,,,,,
530321,,,,,,
600321,,,,,,
550321,,,,,,
750321,,,,,,
520321,,,,,,
610321,,,,,,
730321,,,,,,
542321,,,,,,
543321,,,,,,
560322,,,,,,
650322,,,,,,
600322,,,,,,
750322,,,,,,
610322,,,,,,
400322,,,,,,
730322,,,,,,
541322,,,,,,
601322,,,,,,
821322,,,,,,
542322,,,,,,
822322,,,,,,
823322,,,,,,
824322,,,,,,
560323,,,,,,
530323,,,,,,
550323,,,,,,
750323,,,,,,
520323,,,,,,
610323,,,,,,
400323,,,,,,
730323,,,,,,
760323,,,,,,
542323,,,,,,
822323,,,,,,
543323,,,,,,
823323,,,,,,
824323,,,,,,
530324,,,,,,
600324,,,,,,
750324,,,,,,
550324,,,,,,
610324,,,,,,
520324,,,,,,
400324,,,,,,
730324,,,,,,
760324,,,,,,
541324,,,,,,
542324,,,,,,
544324,,,,,,
650325,,,,,,
530325,,,,,,
600325,,,,,,
750325,,,,,,
550325,,,,,,
610325,,,,,,
520325,,,,,,
400325,,,,,,
730325,,,,,,
760325,,,,,,
541325,,,,,,
821325,,,,,,
542325,,,,,,
822325,,,,,,
543325,,,,,,
560326,,,,,,
650326,,,,,,
120326,,,,,,
530326,,,,,,
750326,,,,,,
520326,,,,,,
400326,,,,,,
730326,,,,,,
760326,,,,,,
541326,,,,,,
543326,,,,,,
823326,,,,,,
544326,,,,,,
560327,,,,,,
650327,,,,,,
120327,,,,,,
530327,,,,,,
600327,,,,,,
750327,,,,,,
550327,,,,,,
610327,,,,,,
730327,,,,,,
821327,,,,,,
822327,,,,,,
543327,,,,,,
823327,,,,,,
560328,,,,,,
650328,,,,,,
120328,,,,,,
530328,,,,,,
550328,,,,,,
520328,,,,,,
610328,,,,,,
400328,,,,,,
760328,,,,,,
560329,,,,,,
650329,,,,,,
120329,,,,,,
600329,,,,,,
750329,,,,,,
520329,,,,,,
610329,,,,,,
400329,,,,,,
541329,,,,,,
370033,,,,,,
460033,,,,,,
461033,,,,,,
400033,,,,,,
270033,,,,,,
320033,,,,,,
140033,,,,,,
730033,,,,,,
440033,,,,,,
142033,,,,,,
600033,,,,,,
090033,,,,,,
650330,,,,,,
120330,,,,,,
600330,,,,,,
750330,,,,,,
610330,,,,,,
730330,,,,,,
760330,,,,,,
541330,,,,,,
542330,,,,,,
560331,,,,,,
650331,,,,,,
120331,,,,,,
550331,,,,,,
750331,,,,,,
611331,,,,,,
520331,,,,,,
400331,,,,,,
730331,,,,,,
760331,,,,,,
542331,,,,,,
650332,,,,,,
120332,,,,,,
530332,,,,,,
750332,,,,,,
550332,,,,,,
520332,,,,,,
610332,,,,,,
400332,,,,,,
760332,,,,,,
542332,,,,,,
543332,,,,,,
560333,,,,,,
650333,,,,,,
120333,,,,,,
530333,,,,,,
600333,,,,,,
610333,,,,,,
550333,,,,,,
750333,,,,,,
400333,,,,,,
730333,,,,,,
541333,,,,,,
761333,,,,,,
542333,,,,,,
762333,,,,,,
764333,,,,,,
650334,,,,,,
120334,,,,,,
530334,,,,,,
600334,,,,,,
610334,,,,,,
080334,,,,,,
550334,,,,,,
750334,,,,,,
520334,,,,,,
730334,,,,,,
541334,,,,,,
761334,,,,,,
542334,,,,,,
762334,,,,,,
543334,,,,,,
763334,,,,,,
764334,,,,,,
560335,,,,,,
650335,,,,,,
120335,,,,,,
530335,,,,,,
550335,,,,,,
520335,,,,,,
730335,,,,,,
541335,,,,,,
761335,,,,,,
542335,,,,,,
762335,,,,,,
543335,,,,,,
763335,,,,,,
560336,,,,,,
650336,,,,,,
120336,,,,,,
530336,,,,,,
600336,,,,,,
520336,,,,,,
610336,,,,,,
400336,,,,,,
730336,,,,,,
541336,,,,,,
542336,,,,,,
543336,,,,,,
763336,,,,,,
544336,,,,,,
560337,,,,,,
120337,,,,,,
530337,,,,,,
750337,,,,,,
520337,,,,,,
400337,,,,,,
730337,,,,,,
611337,,,,,,
614337,,,,,,
560338,,,,,,
650338,,,,,,
120338,,,,,,
530338,,,,,,
600338,,,,,,
750338,,,,,,
520338,,,,,,
400338,,,,,,
541338,,,,,,
611338,,,,,,
542338,,,,,,
612338,,,,,,
544338,,,,,,
560339,,,,,,
650339,,,,,,
530339,,,,,,
600339,,,,,,
520339,,,,,,
400339,,,,,,
730339,,,,,,
611339,,,,,,
751339,,,,,,
612339,,,,,,
752339,,,,,,
614339,,,,,,
460034,,,,,,
390034,,,,,,
461034,,,,,,
370034,,,,,,
400034,,,,,,
160034,,,,,,
161034,,,,,,
310034,,,,,,
730034,,,,,,
440034,,,,,,
140034,,,,,,
600034,,,,,,
090034,,,,,,
560340,,,,,,
650340,,,,,,
680340,,,,,,
120340,,,,,,
530340,,,,,,
600340,,,,,,
520340,,,,,,
400340,,,,,,
730340,,,,,,
751340,,,,,,
752340,,,,,,
650341,,,,,,
680341,,,,,,
120341,,,,,,
530341,,,,,,
600341,,,,,,
750341,,,,,,
520341,,,,,,
400341,,,,,,
751341,,,,,,
680342,,,,,,
520342,,,,,,
761342,,,,,,
762342,,,,,,
763342,,,,,,
560343,,,,,,
650343,,,,,,
680343,,,,,,
120343,,,,,,
600343,,,,,,
520343,,,,,,
730343,,,,,,
760343,,,,,,
560344,,,,,,
650344,,,,,,
680344,,,,,,
120344,,,,,,
730344,,,,,,
560345,,,,,,
650345,,,,,,
680345,,,,,,
120345,,,,,,
600345,,,,,,
520345,,,,,,
400345,,,,,,
730345,,,,,,
760345,,,,,,
650346,,,,,,
520346,,,,,,
400346,,,,,,
760346,,,,,,
120347,,,,,,
610347,,,,,,
520347,,,,,,
400347,,,,,,
730347,,,,,,
761347,,,,,,
762347,,,,,,
560348,,,,,,
650348,,,,,,
120348,,,,,,
610348,,,,,,
520348,,,,,,
730348,,,,,,
761348,,,,,,
762348,,,,,,
763348,,,,,,
764348,,,,,,
650349,,,,,,
120349,,,,,,
610349,,,,,,
600349,,,,,,
520349,,,,,,
400349,,,,,,
760349,,,,,,
461035,,,,,,
320035,,,,,,
150035,,,,,,
160035,,,,,,
310035,,,,,,
440035,,,,,,
140035,,,,,,
730035,,,,,,
600035,,,,,,
560350,,,,,,
680350,,,,,,
120350,,,,,,
610350,,,,,,
520350,,,,,,
400350,,,,,,
730350,,,,,,
760350,,,,,,
751350,,,,,,
761350,,,,,,
752350,,,,,,
753350,,,,,,
560351,,,,,,
650351,,,,,,
680351,,,,,,
610351,,,,,,
530351,,,,,,
520351,,,,,,
400351,,,,,,
730351,,,,,,
541351,,,,,,
751351,,,,,,
752351,,,,,,
753351,,,,,,
544351,,,,,,
754351,,,,,,
560352,,,,,,
650352,,,,,,
680352,,,,,,
530352,,,,,,
600352,,,,,,
610352,,,,,,
520352,,,,,,
400352,,,,,,
730352,,,,,,
760352,,,,,,
751352,,,,,,
752352,,,,,,
753352,,,,,,
650353,,,,,,
680353,,,,,,
530353,,,,,,
610353,,,,,,
520353,,,,,,
730353,,,,,,
760353,,,,,,
541353,,,,,,
752353,,,,,,
753353,,,,,,
560354,,,,,,
650354,,,,,,
680354,,,,,,
120354,,,,,,
530354,,,,,,
610354,,,,,,
520354,,,,,,
730354,,,,,,
751354,,,,,,
752354,,,,,,
753354,,,,,,
754354,,,,,,
650355,,,,,,
120355,,,,,,
610355,,,,,,
520355,,,,,,
760355,,,,,,
541355,,,,,,
761355,,,,,,
120356,,,,,,
530356,,,,,,
520356,,,,,,
760356,,,,,,
751356,,,,,,
542356,,,,,,
752356,,,,,,
753356,,,,,,
120357,,,,,,
530357,,,,,,
520357,,,,,,
730357,,,,,,
610357,,,,,,
751357,,,,,,
753357,,,,,,
520358,,,,,,
730358,,,,,,
650359,,,,,,
120359,,,,,,
530359,,,,,,
520359,,,,,,
730359,,,,,,
760359,,,,,,
610359,,,,,,
752359,,,,,,
753359,,,,,,
